KIC,e_lat,e_lng
4545474,296.945185,61.524905      
4638317,296.884016,61.725756      
4906950,296.6776331,62.0351742    
4543229,295.361463,61.754895      
1864855,302.412709,58.484884      
2444348,304.1095870,58.6043878    
2303367,303.9007656,58.6043504    
2305930,304.7389032,58.4922300    
2018392,304.929105,58.254694      
2307683,305.280301,58.398776      
1726211,305.0968342,58.0213440    
2448225,305.356111,58.493550      
2449703,305.822050,58.363249      
2309469,305.816449,58.273234      
2996112,306.067875,58.786198      
1720425,303.329870,58.264347      
1162746,303.196445,57.822870      
1432587,303.439618,57.991521      
1433730,303.821166,57.968870      
1576469,304.3344970,57.9529670    
1433593,303.788487,57.995431      
1435573,304.422203,57.919811      
3120486,305.345312,58.934156      
3120585,305.387795,58.943601      
2714397,304.3268803,58.8187713    
3444374,304.508356,59.390065      
2988988,303.790358,59.106874      
3114408,303.317189,59.270994      
3231503,302.678366,59.481482      
3748691,305.081223,59.648022      
3955590,305.1294787,59.8138870    
4057744,304.976367,59.938607      
4262505,304.9656141,60.1644484    
3747777,304.770235,59.741195      
3545147,304.496062,59.524396      
3747860,304.783429,59.699772      
4056266,304.383110,60.025354      
3849027,303.925999,59.890947      
3443483,304.168241,59.460888      
3645232,304.238406,59.713275      
3339894,303.298257,59.495047      
3847071,303.059409,60.014089      
3642038,302.837710,59.874806      
3847697,303.388615,60.052369      
3453419,307.799353,58.937754      
3860176,308.216688,59.241998      
4168909,308.746888,59.453118      
3760337,309.3346444,58.9342287    
3869326,311.105618,58.717528      
3560181,309.8182184,58.6774824    
4760954,311.008705,59.741086      
4279700,310.785546,59.203309      
4575645,310.5174373,59.5533498    
4937204,310.878585,59.947864      
4378473,309.897540,59.526247      
4475934,309.538220,59.628199      
4755467,309.086253,60.027607      
4662939,308.746556,60.008245      
4570555,308.793151,59.882754      
4843143,308.6989148,60.1934238    
4569298,308.372394,59.991804      
4271039,308.056264,59.705501      
4469886,307.297912,59.980101      
4469602,307.201790,60.017443      
5288716,311.432145,60.303166      
5287610,311.079933,60.367274      
5374118,310.734178,60.462472      
5283798,309.586521,60.566644      
4930906,308.625640,60.369301      
5104949,308.221508,60.651670      
5017711,308.564221,60.472098      
3656231,308.315456,59.058501      
4169130,308.847965,59.486433      
3758458,308.6699568,59.0746831    
4275625,309.514498,59.395979      
3660976,309.878864,58.792279      
3455760,308.626297,58.798952      
3457618,309.199277,58.632072      
4764420,311.952678,59.502895      
4764422,311.970045,59.525937      
4570120,308.639546,59.923735      
4269391,307.450322,59.761646      
4164910,307.413884,59.645901      
5288607,311.385971,60.293280      
5285357,310.245093,60.517163      
5196152,309.649050,60.487176      
4933594,309.597750,60.155111      
5282875,309.2378994,60.6435342    
5283958,309.703963,60.627998      
